Mitgliedsnummer;DATUM;FAELLIG;BRUTTO;ZAHLUNG;MEMO;BEZAHLT
13;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
57;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
58;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
59;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
65;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
66;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
68;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
71;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
72;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
73;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
75;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
78;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
79;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
80;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
84;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
85;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
89;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
90;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
91;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
93;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
94;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
96;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
97;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
98;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
99;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
101;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
102;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
103;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
104;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
107;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
108;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
110;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
113;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
115;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
116;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;0,00;BEITRAG 2011;0
117;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
118;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
119;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
120;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
121;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
122;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
123;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
126;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
127;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
128;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
132;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
135;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
136;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
137;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
138;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
139;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
140;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
142;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
143;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
144;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
146;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
147;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
150;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
152;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
153;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;0,00;BEITRAG 2011;0
154;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
155;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
157;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
158;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
159;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;0,00;BEITRAG 2011;0
160;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
161;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
162;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
163;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
164;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
165;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
166;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
168;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
169;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
170;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
171;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
172;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
174;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
180;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
181;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
183;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
184;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
185;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
187;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
188;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
190;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
191;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
192;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
193;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
194;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
196;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
200;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
201;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
204;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
206;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
207;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
213;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
214;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
215;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
219;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
225;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
226;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
227;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
228;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
229;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;0,00;BEITRAG 2011;0
230;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
231;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
232;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
235;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
238;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
241;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
245;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
247;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
249;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
251;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
252;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
253;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
254;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
258;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
260;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
263;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
264;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
265;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
266;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
267;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
268;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
271;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
273;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
275;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
277;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
278;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
285;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
287;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
292;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
294;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
295;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
297;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
298;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
299;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
300;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
301;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
302;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
304;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
306;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
307;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
308;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
310;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
312;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
313;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
320;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
321;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
322;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
323;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
324;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
326;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
327;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
328;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
329;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
330;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
331;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
333;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
337;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
342;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
343;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
346;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
349;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
350;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
351;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
354;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
355;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
356;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
358;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
359;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
360;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
361;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;0,00;BEITRAG 2011;0
362;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
365;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
366;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
367;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
368;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
370;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
371;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
374;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
376;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
380;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
387;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
388;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
389;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
390;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
394;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
395;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
397;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
398;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
400;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
401;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
402;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
403;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
404;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
406;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
408;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
409;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
411;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
412;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
413;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
415;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
417;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
419;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
420;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
422;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
424;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
425;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
427;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
428;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
429;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
430;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
432;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
435;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
441;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
442;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
444;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
445;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;0,00;BEITRAG 2011;0
446;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
447;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
449;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
451;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
452;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
453;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
454;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
455;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
459;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
462;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
467;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
468;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
469;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
471;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
472;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
473;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
478;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
480;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
481;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
484;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
485;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
486;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
489;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
490;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
491;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
492;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
493;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
494;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
495;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
497;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
498;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
499;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
501;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
502;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
503;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
504;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
505;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
509;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
510;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
514;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
515;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;0,00;BEITRAG 2011;0
516;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
519;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
520;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
521;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
525;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
528;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
529;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
531;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
532;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
533;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
534;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
535;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
537;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
538;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
539;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
540;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
541;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
544;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
545;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
546;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
547;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
548;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
549;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;0,00;BEITRAG 2011;0
550;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
552;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
553;4.5.2011 00:00:00;31.5.2011 00:00:00;45,00;45,00;BEITRAG 2011;1
555;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;26,00;BEITRAG 2011;1
557;4.5.2011 00:00:00;31.5.2011 00:00:00;26,00;0,00;BEITRAG 2011;0
