Mitgliedsnummer;DATUM;FAELLIG;BRUTTO;ZAHLUNG;MEMO;BEZAHLT
936;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
939;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
941;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
942;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
943;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
944;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
945;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
946;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
948;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
949;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
950;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
952;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
953;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
954;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
956;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
959;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
960;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
961;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
962;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
963;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
964;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
967;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
969;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
970;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
971;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
972;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
974;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
975;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
977;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
978;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
981;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
982;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
984;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
985;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
986;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
988;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
989;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
990;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
991;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
993;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1143;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
995;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
996;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
997;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
998;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1000;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1001;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1002;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1003;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1004;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1005;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1006;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
1007;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1009;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1010;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
1011;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1016;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1017;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1020;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
1021;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
1023;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
1024;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1026;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1027;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1028;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1029;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1031;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;0,00;BEITRAG 2016;0
1032;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1033;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1034;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1035;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1036;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1037;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1038;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1039;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1040;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1041;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1042;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1043;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1044;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1046;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1048;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
1049;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1050;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1051;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1052;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
1053;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1055;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1056;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1057;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1059;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1060;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1061;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1062;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1063;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1064;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1065;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1066;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;0,00;BEITRAG 2016;0
1067;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1068;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1069;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1070;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
1072;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;0,00;BEITRAG 2016;0
1073;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1074;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;0,00;BEITRAG 2016;0
1076;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1077;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1078;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;0,00;BEITRAG 2016;0
1079;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1081;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;0,00;BEITRAG 2016;0
1083;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1084;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1085;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1086;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1087;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1088;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1089;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1090;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;0,00;BEITRAG 2016;0
1091;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1092;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1093;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;0,00;BEITRAG 2016;0
1094;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1096;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1099;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1100;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1102;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1103;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1104;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1105;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
1106;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1107;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1108;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
1109;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1110;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1112;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1115;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1119;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1120;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1121;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;0,00;BEITRAG 2016;0
1122;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1125;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1126;25.1.2016 00:00:00;31.5.2016 00:00:00;35,00;35,00;BEITRAG 2016;1
1128;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1129;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1130;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1134;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1135;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1137;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1138;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1139;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1141;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1144;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1145;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1146;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1147;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1148;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1149;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1150;25.1.2016 00:00:00;31.5.2016 00:00:00;20,00;20,00;BEITRAG 2016;1
1151;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
1117;25.1.2016 00:00:00;31.5.2016 00:00:00;55,00;55,00;BEITRAG 2016;1
13;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
58;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
59;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
65;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
66;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
68;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
71;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
72;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
73;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
75;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
78;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;0,00;BEITRAG 2017;0
79;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
84;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
85;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
89;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
90;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
93;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
94;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
96;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
97;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
98;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
99;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
101;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
102;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
103;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
104;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
108;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
110;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
113;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
117;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
118;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
119;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
121;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
122;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
400;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
401;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
402;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
404;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
406;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
408;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
409;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;0,00;BEITRAG 2017;0
411;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
412;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
413;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
415;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
417;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
419;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
420;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
422;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
424;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
425;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
427;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
428;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
429;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
430;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
435;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
441;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
444;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
446;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
447;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
449;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
451;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;0,00;BEITRAG 2017;0
454;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
455;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
459;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
462;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
468;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
469;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
471;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
472;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
473;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
478;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
480;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
481;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
484;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
485;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;0,00;BEITRAG 2017;0
486;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
491;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
492;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
493;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
494;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
495;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
497;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
498;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
502;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
503;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
505;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
509;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
514;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
516;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;0,00;BEITRAG 2017;0
519;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
520;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
525;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
528;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;0,00;BEITRAG 2017;0
531;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
532;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
533;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
535;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
537;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
539;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
540;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
541;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
545;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
547;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
548;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
550;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
552;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
553;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
555;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
558;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
559;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
562;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
563;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
564;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
568;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
569;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
571;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
573;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
574;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
578;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
579;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
580;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
581;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;0,00;BEITRAG 2017;0
585;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
587;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
589;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;0,00;BEITRAG 2017;0
591;27.11.2017 00:00:00;31.5.2017 00:00:00;55,00;55,00;BEITRAG 2017;1
593;27.11.2017 00:00:00;31.5.2017 00:00:00;35,00;35,00;BEITRAG 2017;1
